rank,layer,neuron,direction,mean_g,abs_mean_g,mean_abs_g,std_g,positive_fraction,sign_consistency
62,31,2344,supports_refusal,0.0606689453125,0.0606689453125,0.0606689453125,0.0135498046875,1.0,1.0
63,31,13648,suppresses_refusal,-0.0594482421875,0.0594482421875,0.0594482421875,0.0245361328125,0.0,1.0
64,30,1562,suppresses_refusal,-0.0594482421875,0.0594482421875,0.0594482421875,0.0201416015625,0.0,1.0
65,9,4255,suppresses_refusal,-0.059326171875,0.059326171875,0.059326171875,0.004150390625,0.0,1.0
66,31,12446,suppresses_refusal,-0.05810546875,0.05810546875,0.05810546875,0.0029296875,0.0,1.0
67,31,5082,suppresses_refusal,-0.0577392578125,0.0577392578125,0.0577392578125,0.0010986328125,0.0,1.0
68,27,11770,suppresses_refusal,-0.0576171875,0.0576171875,0.0576171875,0.000244140625,0.0,1.0
69,29,12010,suppresses_refusal,-0.05712890625,0.05712890625,0.05712890625,0.037109375,0.0,1.0
70,31,10176,supports_refusal,0.0570068359375,0.0570068359375,0.0570068359375,0.0013427734375,1.0,1.0
71,31,12525,supports_refusal,0.0567626953125,0.0567626953125,0.0567626953125,0.0330810546875,1.0,1.0
72,31,10459,supports_refusal,0.0562744140625,0.0562744140625,0.0562744140625,0.0045166015625,1.0,1.0
73,28,11954,supports_refusal,0.055908203125,0.055908203125,0.055908203125,0.008544921875,1.0,1.0
74,31,2305,supports_refusal,0.0555419921875,0.0555419921875,0.0555419921875,0.0050048828125,1.0,1.0
75,31,7281,supports_refusal,0.05517578125,0.05517578125,0.05517578125,0.015625,1.0,1.0
76,31,3982,suppresses_refusal,-0.054931640625,0.054931640625,0.054931640625,0.008544921875,0.0,1.0
77,30,7545,supports_refusal,0.0546875,0.0546875,0.0546875,0.0224609375,1.0,1.0
78,18,12866,supports_refusal,0.0543212890625,0.0543212890625,0.0543212890625,0.0101318359375,1.0,1.0
79,31,996,supports_refusal,0.0540771484375,0.0540771484375,0.0540771484375,0.0089111328125,1.0,1.0
80,18,2106,suppresses_refusal,-0.0538330078125,0.0538330078125,0.0538330078125,0.0015869140625,0.0,1.0
81,29,14120,suppresses_refusal,-0.0537109375,0.0537109375,0.0537109375,0.00390625,0.0,1.0
82,31,8937,suppresses_refusal,-0.0535888671875,0.0535888671875,0.0535888671875,0.0054931640625,0.0,1.0
83,30,2226,suppresses_refusal,-0.052490234375,0.052490234375,0.052490234375,0.00634765625,0.0,1.0
84,27,11734,suppresses_refusal,-0.05224609375,0.05224609375,0.05224609375,0.0078125,0.0,1.0
85,29,4048,supports_refusal,0.051513671875,0.051513671875,0.051513671875,0.015380859375,1.0,1.0
86,31,3712,supports_refusal,0.0511474609375,0.0511474609375,0.0511474609375,0.0372314453125,1.0,1.0
87,6,5866,suppresses_refusal,-0.051025390625,0.051025390625,0.051025390625,0.008056640625,0.0,1.0
88,30,992,supports_refusal,0.0504150390625,0.0504150390625,0.0504150390625,0.0150146484375,1.0,1.0
89,31,5335,suppresses_refusal,-0.05029296875,0.05029296875,0.05029296875,0.01904296875,0.0,1.0
90,29,636,suppresses_refusal,-0.05029296875,0.05029296875,0.05029296875,0.0146484375,0.0,1.0
91,31,1335,supports_refusal,0.050048828125,0.050048828125,0.050048828125,0.0087890625,1.0,1.0
92,30,5442,suppresses_refusal,-0.050048828125,0.050048828125,0.050048828125,0.015869140625,0.0,1.0
93,24,5326,suppresses_refusal,-0.0498046875,0.0498046875,0.0498046875,0.03173828125,0.0,1.0
94,30,12395,suppresses_refusal,-0.049560546875,0.049560546875,0.049560546875,0.010498046875,0.0,1.0
